trial_time,f_0,f_1,f_2,f_3,f_4,f_5,f_6,f_7,f_8,f_9,hand,seq_id,trial,run
0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,left,a,1,0
0.349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,left,a,1,0
0.366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,left,a,1,0
0.383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,left,a,1,0
0.399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,left,a,1,0
0.416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,left,a,1,0
0.433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,left,a,1,0
0.449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,left,a,1,0
0.466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,left,a,1,0
0.483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,left,a,1,0
0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,left,a,1,0
0.516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,left,a,1,0
0.533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,left,a,1,0
0.549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,left,a,1,0
0.566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,left,a,1,0
0.583,59.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,left,a,1,0
0.6,65.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,left,a,1,0
0.617,65.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,left,a,1,0
0.633,65.99,59.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,left,a,1,0
0.649,66.0,65.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,left,a,1,0
0.666,66.0,65.93,59.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,left,a,1,0
0.683,66.0,65.99,65.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,left,a,1,0
0.7,66.0,66.0,65.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,left,a,1,0
0.716,66.0,66.0,65.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,left,a,1,0
0.733,66.0,66.0,66.0,59.95,0.0,0.0,0.0,0.0,0.0,0.0,left,a,1,0
0.75,66.0,66.0,66.0,65.39,59.96,0.0,0.0,0.0,0.0,0.0,left,a,1,0
0.766,66.0,66.0,66.0,65.93,65.39,0.0,0.0,0.0,0.0,0.0,left,a,1,0
0.016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,left,a,2,0
0.033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,left,a,2,0
0.049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,left,a,2,0
0.066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,left,a,2,0
0.083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,left,a,2,0
0.099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,left,a,2,0
0.116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,left,a,2,0
0.133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,left,a,2,0
0.149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,left,a,2,0
0.166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,left,a,2,0
0.183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,left,a,2,0
0.199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,left,a,2,0
0.216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,left,a,2,0
0.233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,left,a,2,0
0.249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,left,a,2,0
0.266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,left,a,2,0
0.283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,left,a,2,0
0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,left,a,2,0
0.316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,left,a,2,0
0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,left,a,2,0
0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,left,a,2,0
0.366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,left,a,2,0
0.383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,left,a,2,0
0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,left,a,2,0
0.417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,left,a,2,0
0.433,59.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,left,a,2,0
0.45,65.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,left,a,2,0
0.466,65.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,left,a,2,0
0.484,65.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,left,a,2,0
0.5,66.0,59.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,left,a,2,0
0.516,66.0,65.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,left,a,2,0
0.533,66.0,65.93,59.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,left,a,2,0
0.55,66.0,65.99,65.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,left,a,2,0
0.566,66.0,66.0,65.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,left,a,2,0
0.583,66.0,66.0,65.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,left,a,2,0
0.6,66.0,66.0,66.0,59.91,0.0,0.0,0.0,0.0,0.0,0.0,left,a,2,0
0.617,66.0,66.0,66.0,65.38,59.92,0.0,0.0,0.0,0.0,0.0,left,a,2,0
0.633,66.0,66.0,66.0,65.93,65.38,0.0,0.0,0.0,0.0,0.0,left,a,2,0
0.016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,right,b,3,0
0.033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,right,b,3,0
0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,right,b,3,0
0.066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,right,b,3,0
0.083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,right,b,3,0
0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,right,b,3,0
0.116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,right,b,3,0
0.133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,right,b,3,0
0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,right,b,3,0
0.167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,right,b,3,0
0.184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,right,b,3,0
0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,right,b,3,0
0.216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,right,b,3,0
0.233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,right,b,3,0
0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,right,b,3,0
0.266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,right,b,3,0
0.283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,right,b,3,0
0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,right,b,3,0
0.317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,right,b,3,0
0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,right,b,3,0
0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,right,b,3,0
0.367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,right,b,3,0
0.383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,right,b,3,0
0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,right,b,3,0
0.417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,right,b,3,0
0.433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,right,b,3,0
0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,right,b,3,0
0.467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,right,b,3,0
0.483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.98,right,b,3,0
0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.39,right,b,3,0
0.517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.93,right,b,3,0
0.533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.99,right,b,3,0
0.551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,right,b,3,0
0.567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,right,b,3,0
0.583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.92,66.0,right,b,3,0
0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.39,66.0,right,b,3,0
0.617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.93,66.0,right,b,3,0
0.634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.94,65.99,66.0,right,b,3,0
0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.39,66.0,66.0,right,b,3,0
0.668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.93,66.0,66.0,right,b,3,0
0.684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.99,66.0,8.27,right,b,3,0
0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,66.0,1.15,right,b,3,0
0.717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,66.0,0.17,right,b,3,0
0.734,0.0,0.0,0.0,0.0,0.0,0.0,59.96,66.0,66.0,0.03,right,b,3,0
0.75,0.0,0.0,0.0,0.0,0.0,59.96,65.39,66.0,66.0,0.0,right,b,3,0
0.767,0.0,0.0,0.0,0.0,0.0,65.39,65.93,66.0,66.0,0.0,right,b,3,0
0.016,0.0,0.0,0.0,0.0,0.0,0.3,0.26,0.06,0.46,0.4,right,b,4,0
0.033,0.0,0.0,0.0,0.0,0.0,0.06,0.05,0.01,0.1,0.17,right,b,4,0
0.049,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.02,0.08,right,b,4,0
0.066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.04,right,b,4,0
0.083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,right,b,4,0
0.099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,right,b,4,0
0.116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,right,b,4,0
0.133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,right,b,4,0
0.149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,right,b,4,0
0.166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,right,b,4,0
0.183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,right,b,4,0
0.199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,right,b,4,0
0.216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,right,b,4,0
0.233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,right,b,4,0
0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,right,b,4,0
0.266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,right,b,4,0
0.283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,right,b,4,0
0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,right,b,4,0
0.316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,right,b,4,0
0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,right,b,4,0
0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,right,b,4,0
0.366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,right,b,4,0
0.383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,right,b,4,0
0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,right,b,4,0
0.416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,right,b,4,0
0.433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,right,b,4,0
0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,right,b,4,0
0.466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,right,b,4,0
0.483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,right,b,4,0
0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,right,b,4,0
0.516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,right,b,4,0
0.533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,right,b,4,0
0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,right,b,4,0
0.567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,right,b,4,0
0.583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,right,b,4,0
0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,right,b,4,0
0.617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,right,b,4,0
0.633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,right,b,4,0
0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,right,b,4,0
0.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,right,b,4,0
0.683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,right,b,4,0
0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,right,b,4,0
0.717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,right,b,4,0
0.733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,right,b,4,0
0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,right,b,4,0
0.767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,right,b,4,0
0.784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,right,b,4,0
0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.96,right,b,4,0
0.817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.39,right,b,4,0
0.834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.93,right,b,4,0
0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.99,right,b,4,0
0.867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,right,b,4,0
0.884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,right,b,4,0
0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,right,b,4,0
0.917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,right,b,4,0
0.934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,right,b,4,0
0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.96,66.0,right,b,4,0
0.967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.39,66.0,right,b,4,0
0.984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.93,66.0,right,b,4,0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.96,65.99,66.0,right,b,4,0
1.017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.39,66.0,8.04,right,b,4,0
1.034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.93,66.0,1.07,right,b,4,0
1.051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.99,66.0,0.15,right,b,4,0
1.068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,66.0,0.02,right,b,4,0
1.084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,66.0,0.0,right,b,4,0
1.101,0.0,0.0,0.0,0.0,0.0,0.0,59.96,66.0,66.0,0.0,right,b,4,0
1.117,0.0,0.0,0.0,0.0,0.0,0.0,65.39,66.0,66.0,0.0,right,b,4,0
1.134,0.0,0.0,0.0,0.0,0.0,0.0,65.93,66.0,8.66,0.0,right,b,4,0
1.151,0.0,0.0,0.0,0.0,0.0,0.0,65.99,66.0,1.24,0.0,right,b,4,0
1.167,0.0,0.0,0.0,0.0,0.0,0.0,66.0,66.0,0.19,0.0,right,b,4,0
1.184,0.0,0.0,0.0,0.0,0.0,0.0,66.0,66.0,0.03,0.0,right,b,4,0
1.201,0.0,0.0,0.0,0.0,0.0,0.0,66.0,66.0,0.01,0.0,right,b,4,0
1.217,0.0,0.0,0.0,0.0,0.0,59.97,66.0,66.0,0.0,0.0,right,b,4,0
1.234,0.0,0.0,0.0,0.0,0.0,65.39,66.0,66.0,0.0,0.0,right,b,4,0
0.016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,right,b,5,0
0.033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,right,b,5,0
0.049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,right,b,5,0
0.066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,right,b,5,0
0.083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,right,b,5,0
0.099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,right,b,5,0
0.116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,right,b,5,0
0.133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,right,b,5,0
0.149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,right,b,5,0
0.166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,right,b,5,0
0.183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,right,b,5,0
0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,right,b,5,0
0.216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,right,b,5,0
0.233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,right,b,5,0
0.249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,right,b,5,0
0.266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,right,b,5,0
0.283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,right,b,5,0
0.299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,right,b,5,0
0.316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,right,b,5,0
0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,right,b,5,0
